Year,Semester,Subject,Catalog #,Section,Title,Class #,Intructor 1,Intructor 2,Instructor 3,Intructor 4,Intructor 5,Component,Type,Units,Requisites,Wait List,Fees,Seats Available,Days 1,Start 1,End 1,Building 1,Room 1,Days 2,Start 2,End 2,Building 2,Room 2,Days 3,Start 3,End 3,Building 3,Room 3,Days 4,Start 4,End 4,Building 4,Room 4,Days 5,Start 5,End 5,Building 5,Room 5,Session,Meets With 1,Meets With 2,Meets With 3,Meets With 4,Meets With 5,Meets With 6,Meets With 7,Meets With 8,Meets With 9
2008,Spring,ART,1020,006,Non major Basic Drawing,10933,"WILSON, ROGER D",,,,,Studio,In Person,3.0,,No,$15.00,-4,MW,09:40:00,11:35:00,ART,361,,,,,,,,,,,,,,,,,,,,,,ART 3020 006,,,,,,,,
2008,Spring,ART,1020,007,Non major Basic Drawing,13130,"HOFFMAN, THOMAS S",,,,,Studio,In Person,3.0,,No,$15.00,3,MW,16:10:00,18:00:00,ART,352,,,,,,,,,,,,,,,,,,,,,,ART 3020 007,,,,,,,,
2008,Spring,ART,1020,008,Non major Basic Drawing,15735,"CRANE, CHAD C",,,,,Studio,In Person,3.0,,No,$15.00,-1,TH,14:00:00,15:20:00,ART,353,,,,,,,,,,,,,,,,,,,,,,ART 3020 008,,,,,,,,
2008,Spring,ART,1020,020,Non major Basic Drawing,7335,"BUDD, BRENT J",,,,,Studio,In Person,3.0,,No,$15.00,7,W,18:00:00,22:00:00,106,,,,,,,,,,,,,,,,,,,,,,,ART  102 020,,,,,,,,
2008,Spring,ART,1020,060,ART 1020,5537,"ZHANG, SHAO-YUAN",,,,,Studio,In Person,3.0,,No,$15.00,7,T,18:00:00,22:00:00,106,,,,,,,,,,,,,,,,,,,,,,,ART  102 060,,,,,,,,
2008,Spring,ART,1020,070,Non major Basic Drawing,1883,"ROBERTSON, BRUCE D",,,,,Studio,In Person,3.0,,No,$15.00,9,M,18:00:00,22:00:00,SANDY,126,,,,,,,,,,,,,,,,,,,,,,ART  102 070,,,,,,,,
2008,Spring,ART,1030,001,Non-major Painting,1307,"FLACK, DOUGLAS M",,,,,Studio,In Person,3.0,Yes,No,$15.00,7,MW,18:00:00,20:00:00,ART,353,,,,,,,,,,,,,,,,,,,,,,ART 3030 001,,,,,,,,
2008,Spring,ART,1030,002,Non-major Painting,1467,"MOORE, JEREMIAH L",,,,,Studio,In Person,3.0,Yes,No,$15.00,5,TH,18:00:00,20:00:00,ART,353,,,,,,,,,,,,,,,,,,,,,,ART 3030 002,,,,,,,,
2008,Spring,ART,1030,070,ART 1030,7341,"ZHANG, SHAO-YUAN",,,,,Studio,In Person,3.0,Yes,No,$15.00,18,H,18:00:00,22:00:00,SANDY,126,,,,,,,,,,,,,,,,,,,,,,ART  103 070,,,,,,,,
2008,Spring,ART,1040,001,Non-major Design,2289,"BRUNVAND, SANDRA L",,,,,Studio,In Person,3.0,,No,$15.00,2,MW,14:00:00,15:55:00,ART,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Spring,ART,1040,070,ART 1040,14408,"ZHANG, SHAO-YUAN",,,,,Studio,In Person,3.0,,No,$15.00,18,W,18:00:00,21:00:00,SANDY,126,,,,,,,,,,,,,,,,,,,,,,ART  104 070,,,,,,,,
2008,Spring,ART,1050,030,ART 1050,6506,"BRUNISHOLZ, ARTHUR C",,,,,Studio,In Person,3.0,,No,$75.00,22,T,08:50:00,13:00:00,SLC ART,C,,,,,,,,,,,,,,,,,,,,,,ART  105 030,,,,,,,,
2008,Spring,ART,1050,031,ART 1050,7336,"BRUNISHOLZ, ARTHUR C",,,,,Studio,In Person,3.0,,No,$75.00,18,H,08:50:00,13:00:00,SLC ART,C,,,,,,,,,,,,,,,,,,,,,,ART  105 031,,,,,,,,
2008,Spring,ART,1070,001,NM Handbuild Ceramics,1321,"PENDELL, DAVID R",,,,,Studio,In Person,4.0,,No,$75.00,4,MW,09:40:00,12:40:00,SCULPT,187,,,,,,,,,,,,,,,,,,,,,,ART 3070 001,ART 3210 001,,,,,,,
2008,Spring,ART,1070,002,NM Handbuild Ceramics,1469,"LARKIN, VINCENT S",,,,,Studio,In Person,4.0,,No,$75.00,13,MW,16:10:00,19:00:00,SCULPT,187,,,,,,,,,,,,,,,,,,,,,,ART 3070 002,,,,,,,,
2008,Spring,ART,1070,020,ART 1070,1885,"SHAW, DIANE O",,,,,Studio,In Person,4.0,,No,$75.00,23,M,17:00:00,21:00:00,110,,,,,,,,,,,,,,,,,,,,,,,ART  107 020,,,,,,,,
2008,Spring,ART,1070,021,ART 1070,6240,"SHAW, DIANE O",,,,,Studio,In Person,4.0,,No,$75.00,30,W,13:00:00,17:00:00,110,,,,,,,,,,,,,,,,,,,,,,,ART  107 021,,,,,,,,
2008,Spring,ART,1070,022,ART 1070,1886,"SHAW, DIANE O",,,,,Studio,In Person,4.0,,No,$75.00,25,T,17:00:00,21:00:00,110,,,,,,,,,,,,,,,,,,,,,,,ART  107 022,,,,,,,,
2008,Spring,ART,1070,023,ART 1070,1887,"SHAW, DIANE O",,,,,Studio,In Person,4.0,,No,$75.00,19,S,08:30:00,12:30:00,110,,,,,,,,,,,,,,,,,,,,,,,ART  107 023,,,,,,,,
2008,Spring,ART,1080,001,NM Wheel Pottery,1468,"BAUMGARTNER, NOLAN P",,,,,Studio,In Person,4.0,,No,$75.00,5,TH,18:00:00,21:00:00,SCULPT,190,,,,,,,,,,,,,,,,,,,,,,ART 3080 001,,,,,,,,
2008,Spring,ART,1080,002,NM Wheel Pottery,4588,"SNAPP, BRIAN",,,,,Studio,In Person,4.0,,No,$75.00,-5,MW,12:55:00,15:55:00,SCULPT,190,,,,,,,,,,,,,,,,,,,,,,ART 3080 002,,,,,,,,
2008,Spring,ART,1080,020,ART 1080,1888,"SHAW, JOHN D",,,,,Studio,In Person,4.0,,No,$75.00,18,M,12:00:00,16:00:00,110,,,,,,,,,,,,,,,,,,,,,,,ART  108 020,,,,,,,,
2008,Spring,ART,1080,021,ART 1080,1889,"SHAW, JOHN D",,,,,Studio,In Person,4.0,,No,$75.00,15,W,17:00:00,21:00:00,110,,,,,,,,,,,,,,,,,,,,,,,ART  108 021,,,,,,,,
2008,Spring,ART,1080,022,ART 1080,1890,"SHAW, JOHN D",,,,,Studio,In Person,4.0,,No,$75.00,12,H,17:00:00,21:00:00,110,,,,,,,,,,,,,,,,,,,,,,,ART  108 022,,,,,,,,
2008,Spring,ART,1080,023,ART 1080,10576,"SHAW, JOHN D",,,,,Studio,In Person,4.0,,No,$75.00,18,S,12:30:00,16:30:00,110,,,,,,,,,,,,,,,,,,,,,,,ART  108 023,,,,,,,,
2008,Spring,ART,2020,070,Non major Int Drawing,12235,,,,,,Studio,In Person,3.0,Yes,No,$45.00,29,,,,,,,,,,,,,,,,,,,,,,,,,,,ART  202 070,,,,,,,,
2008,Spring,ART,2060,001,NM Digital Photography,10454,"ALLRED, MATTHEW W",,,,,Studio,In Person,3.0,,No,,3,MWF,08:35:00,09:25:00,M LI,1745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Spring,ART,2060,002,NM Digital Photography,11221,"AUDETTE, ZUZANNA J",,,,,Studio,In Person,3.0,,No,,-2,MWF,09:40:00,10:30:00,M LI,1745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Spring,ART,2060,003,NM Digital Photography,15329,"AUDETTE, ZUZANNA J",,,,,Studio,In Person,3.0,,No,,0,TH,09:10:00,10:30:00,ART,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Spring,ART,2060,004,NM Digital Photography,15558,"NOVAK, MARTIN",,,,,Studio,In Person,3.0,,No,,-1,TH,10:45:00,12:05:00,M LI,1725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Spring,ART,2060,005,NM Digital Photography,15845,"NOVAK, MARTIN",,,,,Studio,In Person,3.0,,No,,0,TH,09:10:00,10:30:00,M LI,1745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Spring,ART,2060,060,NM Digital Photography,14406,"AUDETTE, ZUZANNA J",,,,,Studio,In Person,3.0,,No,,10,H,18:00:00,21:00:00,107,,,,,,,,,,,,,,,,,,,,,,,ART  206 060,,,,,,,,
2008,Spring,ART,2060,061,NM Digital Photography,15601,"AUDETTE, ZUZANNA J",,,,,Studio,In Person,3.0,,No,,3,W,18:00:00,21:00:00,106,,,,,,,,,,,,,,,,,,,,,,,ART  206 061,,,,,,,,
2008,Spring,ART,2250,001,First Year Studio 2-D,3169,"DENYER, ALISON",,,,,Studio,In Person,4.0,Yes,No,$15.00,10,MW,08:35:00,11:35:00,ART,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Spring,ART,2250,002,First Year Studio 2-D,3170,"O'HARA URE, MAUREEN",,,,,Studio,In Person,4.0,Yes,No,$15.00,2,TH,12:25:00,15:20:00,ART,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Spring,ART,2250,003,First Year Studio 2-D,3171,"O'CONNELL, JOHN F",,,,,Studio,In Person,4.0,Yes,No,$15.00,1,MW,11:50:00,14:50:00,ART,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Spring,ART,2250,004,First Year Studio 2-D,5569,"MARTINEZ, VALERIE K",,,,,Studio,In Person,4.0,Yes,No,$15.00,-1,TH,12:25:00,15:20:00,ART,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Spring,ART,2250,005,First Year Studio 2-D,3172,"HOFFMAN, THOMAS S",,,,,Studio,In Person,4.0,Yes,No,$15.00,3,MW,18:00:00,21:00:00,ART,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Spring,ART,2250,006,First Year Studio 2-D,3173,"WILSON, ROGER D",,,,,Studio,In Person,4.0,Yes,No,$15.00,7,TH,09:10:00,12:05:00,ART,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Spring,ART,2250,007,First Year Studio 2-D,14840,,,,,,Studio,In Person,4.0,Yes,No,$15.00,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Spring,ART,2350,001,First Year Studio 3-D,3174,"EDDY, DAVE L",,,,,Studio,In Person,4.0,Yes,No,$50.00,4,MW,08:35:00,11:35:00,ART,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Spring,ART,2350,002,First Year Studio 3-D,3175,"STOUT, PAUL L",,,,,Studio,In Person,4.0,Yes,No,$50.00,9,TH,15:40:00,18:30:00,ART,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Spring,ART,2350,003,First Year Studio 3-D,3176,"STOUT, PAUL L",,,,,Studio,In Person,4.0,Yes,No,$50.00,16,TH,18:30:00,21:30:00,ART,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Spring,ART,2350,004,First Year Studio 3-D,3177,"SNAPP, BRIAN",,,,,Studio,In Person,4.0,Yes,No,$50.00,-2,TH,09:10:00,12:05:00,ART,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Spring,ART,2350,005,First Year Studio 3-D,4766,"STEFFENSEN, JARED",,,,,Studio,In Person,4.0,Yes,No,$50.00,0,MW,11:50:00,14:50:00,ART,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Spring,ART,2350,006,First Year Studio 3-D,3178,"STEFFENSEN, JARED",,,,,Studio,In Person,4.0,Yes,No,$50.00,-2,MW,15:05:00,18:00:00,ART,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Spring,ART,2350,007,First Year Studio 3-D,14841,,,,,,Studio,In Person,4.0,Yes,No,$50.00,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Spring,ART,3020,001,NM Adv Drawing,10458,"LANCASTER, ZANE D",,,,,Studio,In Person,3.0,Yes,No,$15.00,3,TH,18:00:00,20:00:00,ART,362,,,,,,,,,,,,,,,,,,,,,,ART 1020 001,,,,,,,,
2008,Spring,ART,3020,002,NM Adv Drawing,10460,"LENZI, KRISTINA S",,,,,Studio,In Person,3.0,Yes,No,$15.00,0,MW,11:50:00,13:45:00,ART,352,,,,,,,,,,,,,,,,,,,,,,ART 1020 002,,,,,,,,
2008,Spring,ART,3020,003,NM Adv Drawing,10461,"LENZI, KRISTINA S",,,,,Studio,In Person,3.0,Yes,No,$15.00,4,MW,14:00:00,15:55:00,ART,352,,,,,,,,,,,,,,,,,,,,,,ART 1020 003,,,,,,,,
2008,Spring,ART,3020,004,NM Adv Drawing,10462,"Boyer, Ann",,,,,Studio,In Person,3.0,Yes,No,$15.00,4,MW,18:00:00,20:00:00,ART,361,,,,,,,,,,,,,,,,,,,,,,ART 1020 004,,,,,,,,
2008,Spring,ART,3020,005,NM Adv Drawing,10463,"BRUNVAND, SANDRA L",,,,,Studio,In Person,3.0,Yes,No,$15.00,1,MW,16:10:00,18:00:00,ART,362,,,,,,,,,,,,,,,,,,,,,,ART 1020 005,,,,,,,,
2008,Spring,ART,3020,006,NM Adv Drawing,10934,"WILSON, ROGER D",,,,,Studio,In Person,3.0,Yes,No,$15.00,2,MW,09:40:00,11:35:00,ART,361,,,,,,,,,,,,,,,,,,,,,,ART 1020 006,,,,,,,,
2008,Spring,ART,3020,007,NM Adv Drawing,13131,"HOFFMAN, THOMAS S",,,,,Studio,In Person,3.0,Yes,No,$15.00,5,MW,16:10:00,18:00:00,ART,352,,,,,,,,,,,,,,,,,,,,,,ART 1020 007,,,,,,,,
2008,Spring,ART,3020,008,NM Adv Drawing,15739,"CRANE, CHAD C",,,,,Studio,In Person,3.0,Yes,No,$15.00,4,TH,14:00:00,15:20:00,ART,353,,,,,,,,,,,,,,,,,,,,,,ART 1020 008,,,,,,,,
2008,Spring,ART,3030,001,Non major Adv Painting,10464,"FLACK, DOUGLAS M",,,,,Studio,In Person,3.0,Yes,No,$15.00,-2,MW,18:00:00,20:00:00,ART,353,,,,,,,,,,,,,,,,,,,,,,ART 1030 001,,,,,,,,
2008,Spring,ART,3030,002,Non major Adv Painting,10465,"MOORE, JEREMIAH L",,,,,Studio,In Person,3.0,Yes,No,$15.00,-1,TH,18:00:00,20:00:00,ART,353,,,,,,,,,,,,,,,,,,,,,,ART 1030 002,,,,,,,,
2008,Spring,ART,3065,001,Non-major Bookbinding I,4823,"MCAFEE, CHRISTOPHER",,,,,Studio,In Person,4.0,,No,$50.00,0,T,16:10:00,20:10:00,TBA,,,,,,,,,,,,,,,,,,,,,,,ART 3365 001,ART 4065 001,ART 4375 001,,,,,,
2008,Spring,ART,3070,001,NM Adv Handbuild,10466,"PENDELL, DAVID R",,,,,Studio,In Person,4.0,Yes,No,$75.00,5,MW,09:40:00,12:40:00,SCULPT,187,,,,,,,,,,,,,,,,,,,,,,ART 1070 001,ART 3210 001,,,,,,,
2008,Spring,ART,3070,002,NM Adv Handbuild,10467,"LARKIN, VINCENT S",,,,,Studio,In Person,4.0,Yes,No,$75.00,1,MW,16:10:00,19:00:00,SCULPT,187,,,,,,,,,,,,,,,,,,,,,,ART 1070 002,,,,,,,,
2008,Spring,ART,3070,021,ART 3070,2290,"SHAW, DIANE O",,,,,Studio,In Person,4.0,Yes,No,$75.00,20,T,17:00:00,21:00:00,110,,,,,,,,,,,,,,,,,,,,,,,ART  307 021,,,,,,,,
2008,Spring,ART,3080,001,NM Adv Wheelthrowing,7469,"BAUMGARTNER, NOLAN P",,,,,Studio,In Person,4.0,Yes,No,$75.00,-2,TH,18:00:00,21:00:00,SCULPT,190,,,,,,,,,,,,,,,,,,,,,,ART 1080 001,,,,,,,,
2008,Spring,ART,3080,002,NM Adv Wheelthrowing,15687,"SNAPP, BRIAN",,,,,Studio,In Person,4.0,Yes,No,$75.00,1,MW,12:55:00,15:55:00,SCULPT,190,,,,,,,,,,,,,,,,,,,,,,ART 1080 002,,,,,,,,
2008,Spring,ART,3080,008,NM Adv Wheelthrowing,15736,,,,,,Studio,In Person,4.0,Yes,No,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Spring,ART,3080,023,ART 3080,10578,"SHAW, JOHN D",,,,,Studio,In Person,4.0,Yes,No,$75.00,7,H,17:00:00,21:00:00,110,,,,,,,,,,,,,,,,,,,,,,,ART  308 023,,,,,,,,
2008,Spring,ART,3110,001,Painting I,1308,"MARTINEZ, VALERIE K",,,,,Studio,In Person,4.0,Yes,No,$15.00,9,TH,09:10:00,12:05:00,ART,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Spring,ART,3120,001,Figure Structure,1309,"ERICKSON, JOHN O",,,,,Studio,In Person,4.0,Yes,No,$50.00,7,MW,08:35:00,11:35:00,ART,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Spring,ART,3130,001,Drawing I,1310,"O'HARA URE, MAUREEN",,,,,Studio,In Person,4.0,Yes,No,$28.00,12,TH,09:10:00,12:05:00,ART,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Spring,ART,3140,001,Watercolor Painting,1317,"GARDINER, DIANA G",,,,,Studio,In Person,4.0,,No,$15.00,17,MW,08:35:00,11:35:00,ART,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Spring,ART,3150,001,Figure Painting,1311,"DENYER, ALISON",,,,,Studio,In Person,4.0,Yes,No,$50.00,3,MW,12:55:00,15:55:00,ART,342,,,,,,,,,,,,,,,,,,,,,,ART 4170 001,,,,,,,,
2008,Spring,ART,3150,002,Figure Painting,5054,"ERICKSON, JOHN O",,,,,Studio,In Person,4.0,Yes,No,$50.00,-1,TH,12:25:00,15:20:00,ART,361,,,,,,,,,,,,,,,,,,,,,,ART 4170 002,,,,,,,,
2008,Spring,ART,3210,001,Handbuilding Ceramics I,5681,"PENDELL, DAVID R",,,,,Studio,In Person,4.0,Yes,No,$75.00,-2,MW,09:40:00,12:40:00,SCULPT,187,,,,,,,,,,,,,,,,,,,,,,ART 1070 001,ART 3070 001,,,,,,,
2008,Spring,ART,3211,001,Handbldg Ceramics II,10455,,,,,,Studio,In Person,4.0,Yes,No,$75.00,20,,,,,,,,,,,,,,,,,,,,,,,,,,,ART 4270 001,,,,,,,,
2008,Spring,ART,3220,001,Wheelthrown Pottery I,4587,"SNAPP, BRIAN",,,,,Studio,In Person,4.0,Yes,No,$75.00,2,MW,12:55:00,15:55:00,SCULPT,190,,,,,,,,,,,,,,,,,,,,,,ART 3221 001,ART 3250 001,ART 4280 001,,,,,,
2008,Spring,ART,3221,001,Wheelthrown Pottery II,3179,"SNAPP, BRIAN",,,,,Studio,In Person,4.0,Yes,No,$75.00,4,MW,12:55:00,15:55:00,SCULPT,190,,,,,,,,,,,,,,,,,,,,,,ART 3220 001,ART 3250 001,ART 4280 001,,,,,,
2008,Spring,ART,3240,001,Plaster Mold-making,15258,,,,,,Studio,In Person,4.0,Yes,No,$75.00,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Spring,ART,3250,001,Intermediate Ceramics,5121,"SNAPP, BRIAN",,,,,Studio,In Person,4.0,Yes,No,$75.00,0,MW,12:55:00,15:55:00,SCULPT,190,,,,,,,,,,,,,,,,,,,,,,ART 3220 001,ART 3221 001,ART 4280 001,,,,,,
2008,Spring,ART,3260,001,Ceramic Surfaces,3191,"SNAPP, BRIAN",,,,,Studio,In Person,4.0,Yes,No,$75.00,9,MW,09:40:00,12:40:00,SCULPT,190,,,,,,,,,,,,,,,,,,,,,,ART 4250 001,,,,,,,,
2008,Spring,ART,3270,001,Glaze Calculation,3192,"PENDELL, DAVID R",,,,,Studio,In Person,4.0,Yes,No,$75.00,1,TH,14:00:00,17:00:00,SCULPT,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Spring,ART,3330,001,Screenprint I,3190,"DIGGLE, JUSTIN",,,,,Studio,In Person,4.0,Yes,No,$55.00,-2,MW,08:35:00,11:35:00,ART,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Spring,ART,3340,001,Intaglio I,1318,,,,,,Studio,In Person,4.0,Yes,No,$55.00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Spring,ART,3351,001,Mixed Media I,6059,"TOLLEY, CHADWICK N",,,,,Studio,In Person,4.0,Yes,No,$55.00,-1,TH,16:35:00,19:35:00,ART,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Spring,ART,3365,001,Bookbinding I,4824,"MCAFEE, CHRISTOPHER",,,,,Studio,In Person,4.0,Yes,No,$50.00,2,T,16:10:00,20:10:00,TBA,,,,,,,,,,,,,,,,,,,,,,,ART 3065 001,ART 4065 001,ART 4375 001,,,,,,
2008,Spring,ART,3410,001,Sculpture Problems I,5408,"SLATER, KAITI",,,,,Studio,In Person,4.0,Yes,No,$50.00,8,TH,09:10:00,12:05:00,SCULPT,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Spring,ART,3430,001,Wood Shop Techniques,3188,"GOCHNOUR, CHRISTEN B",,,,,Studio,In Person,3.0,Yes,No,$78.00,6,MW,08:35:00,10:30:00,SCULPT,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Spring,ART,3440,001,Small Metals I,6060,"EDDY, DAVE L",,,,,Studio,In Person,4.0,Yes,No,$68.00,0,TH,16:35:00,19:35:00,SCULPT,183,,,,,,,,,,,,,,,,,,,,,,ART 4440 001,,,,,,,,
2008,Spring,ART,3490,001,Foundry,12401,"EDDY, DAVE L",,,,,Special Topics,In Person,4.0,Yes,No,$55.00,1,MW,11:50:00,14:50:00,SCULPT,182,,,,,,,,,,,,,,,,,,,,,,ART 4490 001,,,,,,,,
2008,Spring,ART,3600,001,History Graphic Design,3193,"SMITH, RANDALL S",,,,,Lecture,In Person,3.0,Yes,No,$30.00,18,W,19:15:00,22:00:00,ARCH,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Spring,ART,3620,001,Visual Communication II,3180,"SOGARD, CAROL",,,,,Studio,In Person,4.0,Yes,No,$30.00,2,MW,10:45:00,13:45:00,ART,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Spring,ART,3640,001,Design Process I,3189,"AIRTH, PAULA S",,,,,Studio,In Person,4.0,Yes,No,$35.00,4,MW,15:05:00,18:00:00,ART,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Spring,ART,3660,001,3rd Yr Graph Prob II,3181,"MORALES, RAYMOND C",,,,,Studio,In Person,4.0,Yes,No,$23.00,4,MW,08:35:00,11:35:00,ART,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Spring,ART,3670,001,Digital Studio Prac II,4835,"SOGARD, CAROL",,,,,Studio,In Person,4.0,Yes,No,$33.00,4,MW,14:00:00,17:00:00,ART,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Spring,ART,3710,001,Photo Studies I,6616,"CARYN RIZZOTTO, LAUREL",,,,,Studio,In Person,4.0,Yes,No,$50.00,1,MW,08:35:00,11:35:00,ART,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Spring,ART,3715,001,Tchg Meth: Visual Arts,1306,"NOVAK, MARTIN",,,,,Studio,In Person,2.0,,No,$25.00,10,TH,12:25:00,13:45:00,HPR N,226,,,,,,,,,,,,,,,,,,,,,First Half,,,,,,,,,
2008,Spring,ART,3715,002,Tchg Meth: Visual Arts,3194,,,,,,Studio,In Person,2.0,,No,$25.00,25,,,,,,,,,,,,,,,,,,,,,,,,,,Second Half,,,,,,,,,
2008,Spring,ART,3720,001,Photo Studies II,1319,"NOVAK, MARTIN",,,,,Studio,In Person,4.0,Yes,No,$50.00,9,TH,15:40:00,18:30:00,ART,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Spring,ART,3730,001,Photographic Studio,14842,"MAROTTA, JOSEPH",,,,,Studio,In Person,4.0,Yes,No,$50.00,2,TH,09:10:00,12:05:00,ART,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Spring,ART,4065,001,Non-mjr: Bookbinding II,5406,"MCAFEE, CHRISTOPHER",,,,,Studio,In Person,4.0,Yes,No,$50.00,0,T,16:10:00,20:10:00,TBA,,,,,,,,,,,,,,,,,,,,,,,ART 3065 001,ART 3365 001,ART 4375 001,,,,,,
2008,Spring,ART,4110,001,Drawing II,1313,"WILSON, ROGER D",,,,,Studio,In Person,4.0,Yes,No,$25.00,-6,TH,12:25:00,15:20:00,ART,342,,,,,,,,,,,,,,,,,,,,,,ART 4140 001,,,,,,,,
2008,Spring,ART,4120,001,Life Drawing,5051,"ERICKSON, JOHN O",,,,,Studio,In Person,4.0,Yes,No,$50.00,-1,TH,09:10:00,12:05:00,ART,342,,,,,,,,,,,,,,,,,,,,,,ART 4150 001,,,,,,,,
2008,Spring,ART,4130,001,Painting II,1315,"O'CONNELL, JOHN F",,,,,Studio,In Person,4.0,Yes,No,$15.00,3,MW,08:35:00,11:35:00,ART,353,,,,,,,,,,,,,,,,,,,,,,ART 4160 001,,,,,,,,
2008,Spring,ART,4140,001,Advanced Drawing,1314,"WILSON, ROGER D",,,,,Studio,In Person,4.0,Yes,No,$25.00,-1,TH,12:25:00,15:20:00,ART,342,,,,,,,,,,,,,,,,,,,,,,ART 4110 001,,,,,,,,
2008,Spring,ART,4150,001,Adv Life Drawing,5052,"ERICKSON, JOHN O",,,,,Studio,In Person,4.0,Yes,No,$50.00,1,TH,09:10:00,12:05:00,ART,342,,,,,,,,,,,,,,,,,,,,,,ART 4120 001,,,,,,,,
2008,Spring,ART,4160,001,Advanced Painting,1316,"O'CONNELL, JOHN F",,,,,Studio,In Person,4.0,Yes,No,$15.00,2,MW,08:35:00,11:35:00,ART,353,,,,,,,,,,,,,,,,,,,,,,ART 4130 001,,,,,,,,
2008,Spring,ART,4170,001,Adv Figure Painting,1312,"DENYER, ALISON",,,,,Studio,In Person,4.0,Yes,No,$50.00,2,MW,12:55:00,15:55:00,ART,342,,,,,,,,,,,,,,,,,,,,,,ART 3150 001,,,,,,,,
2008,Spring,ART,4170,002,Adv Figure Painting,5055,"ERICKSON, JOHN O",,,,,Studio,In Person,4.0,Yes,No,$50.00,7,TH,12:25:00,15:20:00,ART,361,,,,,,,,,,,,,,,,,,,,,,ART 3150 002,,,,,,,,
2008,Spring,ART,4180,001,Special Topics,14843,,,,,,Special Topics,In Person,4.0,Yes,No,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Spring,ART,4250,001,Ceramic Issues,4718,"SNAPP, BRIAN",,,,,Studio,In Person,4.0,Yes,No,$75.00,4,MW,09:40:00,12:40:00,SCULPT,190,,,,,,,,,,,,,,,,,,,,,,ART 3260 001,,,,,,,,
2008,Spring,ART,4270,001,Adv Handbldg Projects,10457,,,,,,Studio,In Person,4.0,Yes,No,$75.00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,ART 3211 001,,,,,,,,
2008,Spring,ART,4280,001,Adv Wheelthrow Proj,4084,"SNAPP, BRIAN",,,,,Studio,In Person,4.0,Yes,No,$75.00,4,MW,12:55:00,15:55:00,SCULPT,190,,,,,,,,,,,,,,,,,,,,,,ART 3220 001,ART 3221 001,ART 3250 001,,,,,,
2008,Spring,ART,4360,001,Adv. Printmaking I,7214,"DIGGLE, JUSTIN",,,,,Studio,In Person,4.0,Yes,No,$55.00,4,MW,12:55:00,15:55:00,ART,252,,,,,,,,,,,,,,,,,,,,,,ART 4365 001,ART 6340 001,,,,,,,
